         241          21
     -29.1606860682728701       11.8468103192909400      -51.8703893662177080
     -29.1570402987311752       11.8338444280561337      -51.8728791934153719
     -29.1533912620747344       11.8176285864790849      -51.8761057147684710
     -29.1502426919500799       11.7976550310049291      -51.8802461102336565
     -29.1484035278089557       11.7744253484827937      -51.8852861962985301
     -29.1486504856890321       11.7483561499462219      -51.8912270512205254
     -29.1517526831461389       11.7198649722048227      -51.8980688519174223
     -29.1584862073833833       11.6894233178738567      -51.9058010392149782
     -29.1696449214902209       11.6575973445387344      -51.9143949518307934
     -29.1860512810475292       11.6250884916966797      -51.9237966298497398
     -29.2085701650450176       11.5927838321546997      -51.9339179744007353
     -29.2381296423723569       11.5618289301638608      -51.9446239109096126
     -29.2757557759092322       11.5337463694874565      -51.9557112991785033
     -29.3226370767501834       11.5106508885134282      -51.9668702219096019
     -29.3785409074341608       11.4900845787867301      -51.9786220952411995
     -29.4423085630099095       11.4666353531564287      -51.9920157509722287
     -29.5143643939506077       11.4401316614328916      -52.0071401122141381
     -29.5951150632840445       11.4104218287118879      -52.0240767051322734
     -29.6849448603061568       11.3773622965472949      -52.0429016131273841
     -29.7842148327839702       11.3408180885859426      -52.0636852236686138
     -29.8932620026535751       11.3006633091009849      -52.0864919890065252
     -30.0123986679963650       11.2567816841391668      -52.1113802009124711
     -30.1419117938434553       11.2090671535488777      -52.1384017799651005
     -30.2820624941841672       11.1574245201535938      -52.1676020804019984
     -30.4330856072093923       11.1017701600992176      -52.1990197120621531
     -30.5951893651812661       11.0420327961273443      -52.2326863813971443
     -30.7685551593893898       10.9781543332639746      -52.2686267539044280
     -30.9533373995057879       10.9100907541520673      -52.3068583406352801
     -31.1496634653408044       10.8378130689709842      -52.3473914116552308
     -31.3576337303719690       10.7613083150284208      -52.3902289367352409
     -31.5773215854048281       10.6805805874599340      -52.4353665494646393
     -31.8087735507390761       10.5956520385892148      -52.4827925601784457
     -32.0520094877441579       10.5065638485087316      -52.5324880188869159
     -32.3070228618013786       10.4133771670888233      -52.5844268217749971
     -32.5737810455617520       10.3161740075143094      -52.6385758631103116
     -32.8522256555444798       10.2150580637712096      -52.6948952042229948
     -33.1422731034759508       10.1101550941049609      -52.7533365091282676
     -33.4438151303325952       10.0016132554694899      -52.8138417539969112
     -33.7567189464954254        9.8896039870790720      -52.8763455408355014
     -34.0808275612713913        9.7743223628727147      -52.9407756056188106
     -34.4159601102047858        9.6559872190485887      -53.0070531667670011
     -34.7619121477297668        9.5348410755289930      -53.0750933205780271
     -35.1184558970620770        9.4111498305444048      -53.1448054794517759
     -35.4853404508892467        9.2852022093955622      -53.2160938475765093
     -35.8622919184087863        9.1573089507948549      -53.2888579276856831
     -36.2490135175386570        9.0278017167828981      -53.3629930517464430
     -36.6451857463000508        8.8970317007567967      -53.4383909480834802
     -37.0504669560548692        8.7653680009812156      -53.5149403675378537
     -37.4644937825044124        8.6331959740708122      -53.5925276523701015
     -37.8868814233241622        8.5009154550855346      -53.6710372596990055
     -38.3172239139578039        8.3689387845809442      -53.7503522631629025
     -38.7550944111536495        8.2376886484077350      -53.8303548268464027
     -39.2000454916501226        8.1075957392502147      -53.9109266457136727
     -39.6516094746054506        7.9790962510720398      -53.9919493478186752
     -40.1092987774843976        7.8526292198524130      -54.0733048547614956
     -40.5726063161338217        7.7286337262424620      -54.1548756981976567
     -41.0410059606657640        7.6075459780337908      -54.2365452916501312
     -41.5139530594856367        7.4897962926008317      -54.3181981583792179
     -41.9908850443190786        7.3758060017356826      -54.3997201175882381
     -42.4712221293627579        7.2659843035203808      -54.4809984327322852
     -42.9543681176761893        7.1607250880506053      -54.5619219271010891
     -43.4397110220412941        7.0604037927530001      -54.6423810271821537
     -43.9266206087556554        6.9653741891298262      -54.7222673985528658
     -44.4144440280840556        6.8759639786441102      -54.8014760941375911
     -44.9025052014347708        6.7924692140323648      -54.8799071706900818
     -45.3901081179564088        6.7151482102836697      -54.9574623735151420
     -45.8765384258258706        6.6442161643611319      -55.0340450078930346
     -46.3610651735322179        6.5798402106532601      -55.1095601704369997
     -46.8429428942107364        6.5221349660900581      -55.1839150123272049
     -47.3214139773346645        6.4711586494827467      -55.2570190382750610
     -47.7957112350701010        6.4269098394375384      -55.3287844397728534
     -48.2650605204871610        6.3893249053070447      -55.3991264540322987
     -48.7286831812691048        6.3582761022699810      -55.4679637301253123
     -49.1858015135106612        6.3336232766382219      -55.5352131160970686
     -49.6356561133791416        6.3155407834311310      -55.6007551301975553
     -50.0774771076236433        6.3042584538540218      -55.6644599735804988
     -50.5104853453564502        6.2998697373605816      -55.7262092479639080
     -50.9339273131810799        6.3023341872447158      -55.7859002996557010
     -51.3470982740589150        6.3114893175711089      -55.8434481279802526
     -51.7493621163882480        6.3270669206812249      -55.8987865821131393
     -52.1401692318484251        6.3487128048607451      -55.9518690943699895
     -52.5190690297750038        6.3760086628646544      -56.0026685428470472
     -52.8857133845542151        6.4084939814128452      -56.0511758755634517
     -53.2398490075811637        6.4456854388320259      -56.0973974287370538
     -53.5813003714823779        6.4870916090486830      -56.1413513685305006
     -53.9099482689320553        6.5322220470268277      -56.1830640638308196
     -54.2257083498030141        6.5805912481941791      -56.2225669559746137
     -54.5285085786145842        6.6317178533065997      -56.2598937495810603
     -54.8182843241423541        6.6851215128750443      -56.2950803460813205
     -55.0949852996939029        6.7403218194581003      -56.3281661794027144
     -55.3585813642344888        6.7968395595964877      -56.3591950785756097
     -55.6090650432271048        6.8541995169802234      -56.3882154870137029
     -55.8464545147158802        6.9119343128718507      -56.4152805246977422
     -56.0707961218272715        6.9695888431575135      -56.4404478390360893
     -56.2821663008892941        7.0267249767168281      -56.4637792742199522
     -56.4806730124102145        7.0829262529277583      -56.4853404056917867
     -56.6664567414002960        7.1378023713903520      -56.5051999803546821
     -56.8396911214418665        7.1909933125847951      -56.5234292988739426
     -57.0005832293135626        7.2421729671200605      -56.5401015727930272
     -57.1493735915304200        7.2910521851684500      -56.5552912856140537
     -57.2863359396460865        7.3373811875805188      -56.5690735831901605
     -57.4117767470035503        7.3809513065726753      -56.5815237146547574
     -57.5260345756138065        7.4215960470726650      -56.5927165407056023
     -57.6294792579846700        7.4591914799725298      -56.6027261214852402
     -57.7225109351010914        7.4936559957848106      -56.6116253917052603
     -57.8055589684753812        7.5249494616263988      -56.6194859262174361
     -57.8790807413293322        7.5530718361629736      -56.6263777950967295
     -57.9435603616865578        7.5798229715090049      -56.6321337446921120
     -57.9995072775895011        7.6072142183765621      -56.6365584183794155
     -58.0474548148610694        7.6348444001662576      -56.6397814535632023
     -58.0879586447129626        7.6623474668687894      -56.6419318525650581
     -58.1215951887292661        7.6893939353149428      -56.6431374739978253
     -58.1489599685740615        7.7156841015756603      -56.6435256097667192
     -58.1706659069334506        7.7409414868716517      -56.6432235261245367
     -58.1873415860814163        7.7649057433860822      -56.6423590791450948
     -58.1996294703401489        7.7873239766397520      -56.6410615523040022
     -58.2081840985947210        7.8079387541440042      -56.6394629591112917
     -58.2136702529107524        7.8264694286867424      -56.6377002815471826
     -58.2167611091885817        7.8425793589342891      -56.6359196768090030
     -58.2181363756620485        7.8558138219564473      -56.6342847664511240
     -58.2184804249117889        7.8665170291115505      -56.6328489375144031
     -58.2181363756620485        7.8772063670578243      -56.6313132609822532
     -58.2167611091885817        7.8903853918167659      -56.6292792379326286
     -58.2136702529107524        7.9063707329846622      -56.6266016880153344
     -58.2081840985947210        7.9246802876870666      -56.6232471183254162
     -58.1996294703403549        7.9449503241955028      -56.6191666561342899
     -58.1873415860833632        7.9668734857690273      -56.6143049954361217
     -58.1706659069468088        7.9901661056773490      -56.6086052834512259
     -58.1489599686456273        8.0145496274712009      -56.6020120572544769
     -58.1215951890457987        8.0397387125855388      -56.5944732586956860
     -58.0879586459127708        8.0654326629931443      -56.5859417936298001
     -58.0474548188674788        8.0913084279655365      -56.5763768733151551
     -57.9995072896181156        8.1170141509691280      -56.5657452802750740
     -57.9435603946674433        8.1421624825552517      -56.5540226633294267
     -57.8790808249204005        8.1663321064677881      -56.5411936348345634
     -57.8055591676648106        8.1915114836473677      -56.5268979674734737
     -57.7225113869143058        8.2194779380557961      -56.5108060418302003
     -57.6294802383638327        8.2502123863629748      -56.4928504639577724
     -57.5260366189957821        8.2836568143537406      -56.4729733283832687
     -57.4117808520529636        8.3197130271731741      -56.4511267408855630
     -57.2863439118016800        8.3582419746674788      -56.4272732824228456
     -57.1493885962321428        8.3990637204456373      -56.4013864010093187
     -57.0006106604981611        8.4419581175471592      -56.3734507174987627
     -56.8397399293847556        8.4866662472140284      -56.3434622306438655
     -56.6665414133950094        8.5328926706016599      -56.3114284065462485
     -56.4808164601345197        8.5803085367694205      -56.2773681377672119
     -56.2824039805517415        8.6285555844996118      -56.2413115579964398
     -56.0711817983841954        8.6772510710403967      -56.2032996993235372
     -55.8470681812310588        8.7259936585264839      -56.1633839808625197
     -55.6100236238289583        8.7743702895783091      -56.1216255197760105
     -55.3600529699317079        8.8219640886950081      -56.0780942586860860
     -55.0972079815669957        8.8683633373097805      -56.0328679071435971
     -54.8215904984552367        8.9131715903522686      -55.9860306994843171
     -54.5333566058324166        8.9560190387594343      -55.9376720021249696
     -54.2327232208566272        8.9965752904175016      -55.8878849122841501
     -53.9199741766867930        9.0345637433579995      -55.8367645027708477
     -53.5954677504089005        9.0697779076630649      -55.7844058857548788
     -53.2596338531177196        9.1020986144200045      -55.7309005658418997
     -52.9129524077757409        9.1315073709369052      -55.6763306909177302
     -52.5559309296620540        9.1580941027764258      -55.6207641308610690
     -52.1890801657641603        9.1820591136727021      -55.5642502902650932
     -51.8128920500426773        9.2037092448617592      -55.5068172965513469
     -51.4278253960139295        9.2234494269547813      -55.4484711505151395
     -51.0343016194185850        9.2417715313739723      -55.3891968365577654
