  -68.886480424911795       -31.919796246867648       -49.422597831043113     
  -67.362480424911794       -32.179946066265778       -48.956468225226736     
  -65.838480424911793       -32.440095885663908       -48.490338619410359     
  -64.314480424911793       -32.700245705062038       -48.024209013593982     
  -58.208376135030456       -33.742569804956247       -46.156600099082119     
  -58.199981051935602       -33.744002862273149       -46.154032384663616     
  -58.187922327660168       -33.746061295714867       -46.150344313859861     
  -58.171557616939488       -33.748854736688401       -46.145339670982636     
  -58.150256415752509       -33.752490784445285       -46.138826012968650     
  -58.123401832695457       -33.757074700495920       -46.130615257118961     
  -58.090392330832934       -33.762709107813357       -46.120524264222404     
  -58.050643434126307       -33.769493695888002       -46.108375414470153     
  -58.003589392511564       -33.777524932655588       -46.093997173529957     
  -57.948684799703642       -33.786895784217180       -46.077224646168666     
  -57.885406158470744       -33.797695420017625       -46.057900076798767     
  -57.813253567148671       -33.810002261297321       -46.035862315428574     
  -57.731752022598869       -33.823888730664784       -46.010955641627120     
  -57.640452654228859       -33.839426044027626       -45.983038588137823     
  -57.538934128947290       -33.856679907047933       -45.951977697347409     
  -57.426803864616538       -33.875710290498461       -45.917648016929085     
  -57.303699157849643       -33.896571215209157       -45.879933613423184     
  -57.169288221981930       -33.919310533543388       -45.838728109003164     
  -57.023271131574901       -33.943969687816946       -45.793935249232071     
  -56.865380670415711       -33.970583417879489       -45.745469513593399     
  -56.695383080665643       -33.999179379939619       -45.693256786399459     
  -56.513078711592115       -34.029777626316893       -45.637235113820914     
  -56.318302567200107       -34.062389880746395       -45.577355583799331     
  -56.110924753073938       -34.097018525619866       -45.513583380164498     
  -55.890850823869819       -34.133655195369478       -45.445899081214613     
  -55.658022034194602       -34.172278842966406       -45.374300297436960     
  -55.412415497113201       -34.212853112473233       -45.298803774514944     
  -55.154044256323104       -34.255322806988929       -45.219448128613905     
  -54.882957361292114       -34.299609189059296       -45.136297442198568     
  -54.599240531509544       -34.345603804437992       -45.049446066426405     
  -54.303015897941293       -34.393160266827778       -44.959024886183641     
  -53.994442050436767       -34.442083455520361       -44.865209699940102     
  -53.673714287213336       -34.492115274616516       -44.768232440830602     
  -53.341063950878102       -34.542918135929256       -44.668394491361738     
  -52.996758057271592       -34.594063908959363       -44.566076478454725     
  -52.641098646648054       -34.645031595584612       -44.461741547930522     
  -52.274421799235128       -34.695214071072670       -44.355931619687816     
  -51.897096292490602       -34.743934150100472       -44.249256053494115     
  -51.509521934140729       -34.790468054660607       -44.142373842429123     
  -51.112127657550474       -34.834072796400129       -44.035971826207422     
  -50.705369482514421       -34.874013873954226       -43.930741718405180     
  -50.289728426971237       -34.909590693358666       -43.827358125498975     
  -49.865708423867524       -34.940158412399732       -43.726458811913567     
  -49.433834278490885       -34.965145407023890       -43.628628063549236     
  -48.994649805427862       -34.984061557676306       -43.534387231806825     
  -48.548716212426918       -34.996499764429231       -43.444197412047842     
  -48.096610515857890       -35.002137661553988       -43.358464777906789     
  -47.638923947511600       -35.000730662736466       -43.277533473759206     
  -47.176260290178945       -34.992108896713802       -43.201684509630077     
  -46.709234193269616       -34.976174570822543       -43.131136368453959     
  -46.238469484946073       -34.952898818923607       -43.066046369405605     
  -45.764597488631424       -34.922317969178202       -43.006512849724544     
  -45.288255349537195       -34.884529218311478       -42.952578167917579     
  -44.810084375239626       -34.839685733376335       -42.904232487031393     
  -44.330728393155177       -34.787991226393864       -42.861418263413547     
  -43.850832126937291       -34.729694065293728       -42.824035341698604     
  -43.371039138085479       -34.665081447388566       -42.791947077081986     
  -42.891988063673480       -34.594474974710792       -42.764988855028207     
  -42.414312578742340       -34.518223293646500       -42.742971643521621     
  -41.938640929835849       -34.436697341288514       -42.725684207312540     
  -41.465594375723654       -34.350287479606642       -42.712895987396543     
  -40.995785645240048       -34.259400625267816       -42.704360010572302     
  -40.529817428252720       -34.164457346607463       -42.699815804812189     
  -40.068280902524656       -34.065888945120811       -42.698992286755285     
  -39.611754299111354       -33.964134539092463       -42.701610590257637     
  -39.160801508805207       -33.859638167242124       -42.707386807774903     
  -38.715970732002752       -33.752845930490537       -42.716034619349067     
  -38.277793174231284       -33.644203190101265       -42.727267787066857     
  -37.846781789431937       -33.534151840494033       -42.740802496002331     
  -37.423430072960969       -33.423127674916842       -42.756359525801223     
  -37.008210906139702       -33.311557861876544       -42.773666240165731     
  -36.601575454061646       -33.199858549732944       -42.792458384518476     
  -36.203952118262876       -33.088432615828104       -42.812481685303830     
  -35.815745547053240       -32.977667533521128       -42.833493281236720     
  -35.437335709991594       -32.867933183243331       -42.855263129282044     
  -35.069077034148279       -32.759579732140388       -42.877575289824428     
  -34.711297597379811       -32.652935827492939       -42.900228916384847     
  -34.364298379392039       -32.548307135090781       -42.923038942695463     
  -34.028352572059660       -32.445975218571846       -42.945836485780660     
  -33.703704950498775       -32.346196749990213       -42.968468987341609     
  -33.390571306405391       -32.249203036630554       -42.990800118550801     
  -33.089137945176290       -32.155199844395753       -43.012709475388320     
  -32.799561251624134       -32.064367475463420       -43.034092068506652     
  -32.521967417203406       -31.976860561218540       -43.054856960516283     
  -32.256452199371324       -31.892808291768290       -43.074926032678810     
  -32.003080587115690       -31.812315737122066       -43.094233870361492     
  -31.761886487640549       -31.735465563161334       -43.112727974008948     
  -31.532872631580105       -31.662319065084876       -43.130367830351361     
  -31.316010567794653       -31.592917199893400       -43.147123838771421     
  -31.111240731839207       -31.527281679009192       -43.162976239741575     
  -30.918472588194028       -31.465416106739585       -43.177914056067387     
  -30.737584845507495       -31.407307179359190       -43.191934035929748     
  -30.568425745985103       -31.352925886820966       -43.205039639839022     
  -30.410813429894429       -31.302228657508234       -43.217240112582957     
  -30.264536374913352       -31.255158430376195       -43.228549648734642     
  -30.129353909765705       -31.211645646015466       -43.238986654954566     
  -30.004996801390568       -31.171609151644212       -43.248573109737116     
  -29.891167914691575       -31.134957018476218       -43.257334018789379     
  -29.787542943708338       -31.101587273332910       -43.265296961851597     
  -29.693771212843654       -31.071388549767562       -43.272491724456508     
  -29.609476546569677       -31.044240667255064       -43.278950005924216     
  -29.534258205829310       -31.020015149914059       -43.284705192970371     
  -29.467691889158193       -30.998575698342904       -43.289792186960788     
  -29.409330795701756       -30.979778668896380       -43.294247320011536     
  -29.358706463066447       -30.963490114561694       -43.298128109200164     
  -29.315330436376271       -30.949557896806553       -43.301479396980106     
  -29.278695571929639       -30.937808274276446       -43.304328652287317     
  -29.248277015947959       -30.928064430072194       -43.306707521970999     
  -29.223533551642468       -30.920146533266699       -43.308651331378996     
  -29.203908993601146       -30.913871828590043       -43.310198595191096     
  -29.188833626500500       -30.909054759440547       -43.311390543880457     
  -29.177725684995771       -30.905507128349576       -43.312270671346063     
  -29.169992871483426       -30.903038298291634       -43.312884309093242     
  -29.165033908265105       -30.901455437650565       -43.313278231959785     
  -29.162240120476337       -30.900563811124805       -43.313500299871343     
  -29.160997045981016       -30.900167118324376       -43.313599139513180     
  -23.064686068272870       -28.954698296354536       -43.798330501815606     
  -21.540686068272869       -28.468355900842969       -43.919507160757405     
  -20.016686068272868       -27.982013505331402       -44.040683819699204     
  -18.492686068272867       -27.495671109819835       -44.161860478641003     
