 Case6_2
 Blade row:            1
 Non-dimensional quantities: 
 section    m'sLE           m'sTE           m'blade_LE          m'blade_TE chord           pitch      
 1   0.3199720158356703  0.9634765424476125 -0.0679190717659267  0.2037572152977800  0.6435045266119422  0.3141592653589793
 2   0.1959106181297242  0.7812258929963909 -0.0614305704392595  0.1842917113177786  0.5853152748666667  0.3141592653589793
 3   0.1885847255424737  0.7258700589791458 -0.0560379277836361  0.1681137833509082  0.5372853334366722  0.3141592653589793
 4   0.1820222881986386  0.6789826846011798 -0.0514996236902739  0.1544988710708216  0.4969603964025413  0.3141592653589793
 5   0.1761447045745256  0.6388366912954032 -0.0476412685868593  0.1429238057605780  0.4626919867208776  0.3141592653589793
 6   0.1708959512469096  0.6042299973695195 -0.0443392762746533  0.1330178288239598  0.4333340461226100  0.3141592653589793
 7   0.1662126501302790  0.5740266264634641 -0.0414812936633930  0.1244438809901789  0.4078139763331851  0.3141592653589793
 8   0.1620268676130715  0.5474731743542444 -0.0390116469365210  0.1170349408095629  0.3854463067411729  0.3141592653589793
 9   0.1582670424058416  0.5239187998773366 -0.0368868602137073  0.1106605806411218  0.3656517574714950  0.3141592653589793
10   0.1548745556716130  0.5028551190273506 -0.0350721507112694  0.1052164521338082  0.3479805633557376  0.3141592653589793
11   0.1517971523410568  0.4838814729477692 -0.0335398332509290  0.1006194997527869  0.3320843206067124  0.3141592653589793
12   0.1489902489490902  0.4666808857485054 -0.0322752312972383  0.0968256938917150  0.3176906367994151  0.3141592653589793
13   0.1464164111739456  0.4509928341961804 -0.0312981886541755  0.0938945659625264  0.3045764230222348  0.3141592653589793
14   0.1440438955294616  0.4366137532237742 -0.0306348822324607  0.0919046466973820  0.2925698576943125  0.3141592653589793
15   0.1418457553299717  0.4233734755066528 -0.0303081076952594  0.0909243230857782  0.2815277201766812  0.3141592653589793
16   0.1397996488710591  0.4111165963813447 -0.0303385622039123  0.0910156866117369  0.2713169475102857  0.3141592653589793
17   0.1378862318107274  0.3997010650324138 -0.0307347713046715  0.0922043139140145  0.2618148332216864  0.3141592653589793
18   0.1360879315013912  0.3889886893296722 -0.0314260876545770  0.0942782629637309  0.2529007578282810  0.3141592653589793
19   0.1343929219210368  0.3788360876894346 -0.0323224650894064  0.0969673952682193  0.2444431657683978  0.3141592653589793
20   0.1328053102637420  0.3690483900382555 -0.0333527630730706  0.1000582892192118  0.2362430797745135  0.3141592653589793
21   0.1386518623244450  0.3661693188292626 -0.0345106821335153  0.1035320464005458  0.2275174565048175  0.3141592653589793
