   1.0055329286640690E-002  0.33279287881558484       0.35883995102437172       0.43600174708701406     
   1.6879112569467104E-002  0.38684578669395575       0.35566473022922773       0.46118596163018205     
   2.2515677115556285E-002  0.43147843134394581       0.35226561346659579       0.48814555813582589     
   2.7728005324837476E-002  0.47278533685448182       0.34872376431067492       0.51623553437814695     
   3.2643486856681454E-002  0.51197592610251230       0.34510035001744255       0.54497420956484044     
   3.7451633522216726E-002  0.54888266490822202       0.34149520843277398       0.57356596060522413     
   4.1118236011459662E-002  0.58431831222086050       0.33788924212603522       0.60216359227382599     
   4.6060145472783483E-002  0.61807956009052112       0.33433758771370392       0.63033429162529098     
   5.0147810721816892E-002  0.65033023028343739       0.33082903129821772       0.65815411441747196     
   5.4057911397661133E-002  0.68131365577535996       0.32734680184301668       0.68577778772719689     
   5.7835367543866936E-002  0.71123721014830343       0.32386945212643931       0.71335728066832838     
   6.1511095226718430E-002  0.74035323787652330       0.32038808176553030       0.74096386113260992     
   6.5102944739379082E-002  0.76880134756714502       0.31693741248145318       0.76833551771826858     
   6.8611058493151911E-002  0.79658719955370805       0.31357597224622663       0.79498962689047903     
   7.2044755924978235E-002  0.82378248003572285       0.31033306151715323       0.82071034287573563     
   7.5448189538366656E-002  0.85073638884876268       0.30716875977649383       0.84580775767684047     
   7.8859553167087121E-002  0.87776063147026462       0.30404126154403649       0.87061041517598892     
   8.2329060594619904E-002  0.90524243960080653       0.30090120613482102       0.89551394255104944     
   8.5909302573753288E-002  0.93359580442458934       0.29769978220351950       0.92090675176633763     
   8.9706873497237202E-002  0.96367898818430420       0.29434119870223019       0.94754208087932779     
   9.4225709679712277E-002  0.99946839617475514       0.29038021367385458       0.97896026692267801     
