-180,42.9751968
-170,43.2294438
-160,43.3082592
-150,43.355625
-140,43.4671392
-130,43.6981038
-120,44.0710368
-110,44.5826082
-100,45.21
-90,45.9166902
-80,46.6576608
-70,47.3840298
-60,48.0471072
-50,48.601875
-40,49.0098912
-30,49.2416178
-20,49.2781728
-10,49.1125062
0,48.75
10,48.2084922
20,47.5177248
30,46.7182158
40,45.8595552
50,44.998125
60,44.1942432
70,43.492
80,43.088
90,42.744
100,42.46
110,42.236
120,42.072
130,41.968
140,41.924
150,41.94
160,42.016
170,42.152
